Date	Time	O_U	O_V	O_Pa	O_ta	O_td	O_RH	O_RN_ACC	O_radiation	O_PM2_5	O_O3	O_NO2	O_CO	O_SO2	O_PM10
20160101	1	-0.778931348	-1.709590813	1020.25	1.1	-1.8	83.66666667	0	27.5	30	0.006	0.0339	0.75	0.0055	43
20160101	2	-1.008625183	-1.113003686	1020.75	2.283333333	-3.3	66.33333333	0	38.83333333	46	0.017	0.0326	0.728	0.007	64
20160101	3	-0.676672591	-0.584462389	1022.25	-0.733333333	-3.35	82.5	0	0	61	0.0033	0.058	1.126	0.0064	91
20160101	4	-1.414235997	-0.174973045	1022.15	-2.516666667	-4.05	88.5	0	0	56	0.0023	0.0545	1.3187	0.0056	84
20160101	5	-1.526153392	0.408557036	1021.95	-0.5	-3.75	78	0	40	53	0.0031	0.05	1.2113	0.0055	81
20160101	6	1.617490854	0.451893034	1018.75	3.866666667	-3	59.33333333	0	36.83333333	37	0.0112	0.0404	0.656	0.0062	57
20160101	7	0.771546282	0.621499327	1016.85	3.85	-1.7	66	0	0	30	0.0068	0.0441	0.6433	0.0057	47
20160101	8	-1.180466015	0.167343032	1014.55	2.916666667	-1.2	74.5	0	0	26	0.0097	0.0371	0.5987	0.0054	41
20160101	9	-1.711549177	-0.501629544	1013.15	3.316666667	-0.35	75.33333333	0	28.66666667	29	0.0054	0.0453	0.7467	0.0056	44
20160101	10	1.083111327	-1.699996474	1010.3	8.866666667	4.3	69.16666667	0	46.33333333	33	0.0179	0.0377	0.6213	0.0062	57
20160101	11	1.071312683	-1.276740739	1009.85	7.8	5.25	85	0	0	38	0.0061	0.0541	0.8347	0.0055	64
20160101	12	0.734480547	-1.167968718	1008.95	6.35	4.95	91.66666667	0	0	37	0.0052	0.0456	0.9313	0.0053	63
20160101	13	0.539481926	-0.386341213	1009.5	6.216666667	3.7	86.16666667	0	28.66666667	44	0.0069	0.0476	1.0247	0.0059	77
20160101	14	1.351997991	-1.719519167	1007.95	8.3	2.65	68	0	52.16666667	68	0.027	0.0455	0.77	0.0095	109
20160101	15	1.241722818	-2.144938737	1009.1	6.05	2.2	78.33333333	0	0	85	0.0161	0.0567	0.9547	0.0072	134
20160102	1	-1.526153392	0.408557036	1021.95	-0.5	-3.75	78	0	40	53	0.0031	0.05	1.2113	0.0055	81
20160102	2	1.617490854	0.451893034	1018.75	3.866666667	-3	59.33333333	0	36.83333333	37	0.0112	0.0404	0.656	0.0062	57
20160102	3	0.771546282	0.621499327	1016.85	3.85	-1.7	66	0	0	30	0.0068	0.0441	0.6433	0.0057	47
20160102	4	-1.180466015	0.167343032	1014.55	2.916666667	-1.2	74.5	0	0	26	0.0097	0.0371	0.5987	0.0054	41
20160102	5	-1.711549177	-0.501629544	1013.15	3.316666667	-0.35	75.33333333	0	28.66666667	29	0.0054	0.0453	0.7467	0.0056	44
20160102	6	1.083111327	-1.699996474	1010.3	8.866666667	4.3	69.16666667	0	46.33333333	33	0.0179	0.0377	0.6213	0.0062	57
20160102	7	1.071312683	-1.276740739	1009.85	7.8	5.25	85	0	0	38	0.0061	0.0541	0.8347	0.0055	64
20160102	8	0.734480547	-1.167968718	1008.95	6.35	4.95	91.66666667	0	0	37	0.0052	0.0456	0.9313	0.0053	63
20160102	9	0.539481926	-0.386341213	1009.5	6.216666667	3.7	86.16666667	0	28.66666667	44	0.0069	0.0476	1.0247	0.0059	77
20160102	10	1.351997991	-1.719519167	1007.95	8.3	2.65	68	0	52.16666667	68	0.027	0.0455	0.77	0.0095	109
20160102	11	1.241722818	-2.144938737	1009.1	6.05	2.2	78.33333333	0	0	85	0.0161	0.0567	0.9547	0.0072	134
20160102	12	1.880594644	-1.517186179	1010.6	4.133333333	0.65	79.33333333	0	0	96	0.0372	0.0229	0.8733	0.0072	157
20160102	13	-0.694426255	-2.26059486	1013.55	2.333333333	-5.95	60.33333333	0	59.5	61	0.0189	0.0299	0.7407	0.0067	99
20160102	14	1.208558591	-2.985640559	1013	3.866666667	-10.25	35	0	91	17	0.026	0.0215	0.4113	0.0051	30
20160102	15	0.084929862	-2.830308034	1015.4	-0.883333333	-11.55	45.33333333	0	0	14	0.0177	0.0267	0.422	0.005	24
20160103	1	-1.711549177	-0.501629544	1013.15	3.316666667	-0.35	75.33333333	0	28.66666667	29	0.0054	0.0453	0.7467	0.0056	44
20160103	2	1.083111327	-1.699996474	1010.3	8.866666667	4.3	69.16666667	0	46.33333333	33	0.0179	0.0377	0.6213	0.0062	57
20160103	3	1.071312683	-1.276740739	1009.85	7.8	5.25	85	0	0	38	0.0061	0.0541	0.8347	0.0055	64
20160103	4	0.734480547	-1.167968718	1008.95	6.35	4.95	91.66666667	0	0	37	0.0052	0.0456	0.9313	0.0053	63
20160103	5	0.539481926	-0.386341213	1009.5	6.216666667	3.7	86.16666667	0	28.66666667	44	0.0069	0.0476	1.0247	0.0059	77
20160103	6	1.351997991	-1.719519167	1007.95	8.3	2.65	68	0	52.16666667	68	0.027	0.0455	0.77	0.0095	109
20160103	7	1.241722818	-2.144938737	1009.1	6.05	2.2	78.33333333	0	0	85	0.0161	0.0567	0.9547	0.0072	134
20160103	8	1.880594644	-1.517186179	1010.6	4.133333333	0.65	79.33333333	0	0	96	0.0372	0.0229	0.8733	0.0072	157
20160103	9	-0.694426255	-2.26059486	1013.55	2.333333333	-5.95	60.33333333	0	59.5	61	0.0189	0.0299	0.7407	0.0067	99
20160103	10	1.208558591	-2.985640559	1013	3.866666667	-10.25	35	0	91	17	0.026	0.0215	0.4113	0.0051	30
20160103	11	0.084929862	-2.830308034	1015.4	-0.883333333	-11.55	45.33333333	0	0	14	0.0177	0.0267	0.422	0.005	24
20160103	12	-1.408761445	-1.783875204	1015.8	-3.5	-11.75	52.66666667	0	0	14	0.0221	0.0148	0.3781	0.0053	23
20160103	13	-2.01110077	-1.651022525	1017.75	-3.316666667	-18.4	34.16666667	0	48.16666667	13	0.0129	0.0258	0.4	0.0055	25
20160103	14	-1.028026494	-2.652214909	1016.4	0.2	-16.45	26.5	0	88.83333333	17	0.021	0.0212	0.3867	0.0059	35
20160103	15	-0.416557676	-1.080277185	1017.5	-3.216666667	-13.55	43.33333333	0	0	22	0.0101	0.0367	0.5127	0.0063	42
20160104	1	0.539481926	-0.386341213	1009.5	6.216666667	3.7	86.16666667	0	28.66666667	44	0.0069	0.0476	1.0247	0.0059	77
20160104	2	1.351997991	-1.719519167	1007.95	8.3	2.65	68	0	52.16666667	68	0.027	0.0455	0.77	0.0095	109
20160104	3	1.241722818	-2.144938737	1009.1	6.05	2.2	78.33333333	0	0	85	0.0161	0.0567	0.9547	0.0072	134
20160104	4	1.880594644	-1.517186179	1010.6	4.133333333	0.65	79.33333333	0	0	96	0.0372	0.0229	0.8733	0.0072	157
20160104	5	-0.694426255	-2.26059486	1013.55	2.333333333	-5.95	60.33333333	0	59.5	61	0.0189	0.0299	0.7407	0.0067	99
20160104	6	1.208558591	-2.985640559	1013	3.866666667	-10.25	35	0	91	17	0.026	0.0215	0.4113	0.0051	30
20160104	7	0.084929862	-2.830308034	1015.4	-0.883333333	-11.55	45.33333333	0	0	14	0.0177	0.0267	0.422	0.005	24
20160104	8	-1.408761445	-1.783875204	1015.8	-3.5	-11.75	52.66666667	0	0	14	0.0221	0.0148	0.3781	0.0053	23
20160104	9	-2.01110077	-1.651022525	1017.75	-3.316666667	-18.4	34.16666667	0	48.16666667	13	0.0129	0.0258	0.4	0.0055	25
20160104	10	-1.028026494	-2.652214909	1016.4	0.2	-16.45	26.5	0	88.83333333	17	0.021	0.0212	0.3867	0.0059	35
20160104	11	-0.416557676	-1.080277185	1017.5	-3.216666667	-13.55	43.33333333	0	0	22	0.0101	0.0367	0.5127	0.0063	42
20160104	12	-1.465779398	-0.246438863	1016.05	-4.383333333	-12.75	52.5	0	0	24	0.0065	0.039	0.602	0.0062	41
20160104	13	-0.560670805	-0.438871453	1015.9	-1.333333333	-9.55	49.33333333	0	39.33333333	29	0.0041	0.0489	0.7654	0.0072	54
20160104	14	1.468473528	-2.18459786	1012.9	1.1	-7.25	53	0	38.83333333	34	0.0076	0.0431	0.6444	0.0078	66
20160104	15	-0.996358176	-2.09104494	1013.9	-1.666666667	-8.75	60.66666667	0	0	32	0.012	0.0322	0.6373	0.0059	61
20160105	1	-0.694426255	-2.26059486	1013.55	2.333333333	-5.95	60.33333333	0	59.5	61	0.0189	0.0299	0.7407	0.0067	99
20160105	2	1.208558591	-2.985640559	1013	3.866666667	-10.25	35	0	91	17	0.026	0.0215	0.4113	0.0051	30
20160105	3	0.084929862	-2.830308034	1015.4	-0.883333333	-11.55	45.33333333	0	0	14	0.0177	0.0267	0.422	0.005	24
20160105	4	-1.408761445	-1.783875204	1015.8	-3.5	-11.75	52.66666667	0	0	14	0.0221	0.0148	0.3781	0.0053	23
20160105	5	-2.01110077	-1.651022525	1017.75	-3.316666667	-18.4	34.16666667	0	48.16666667	13	0.0129	0.0258	0.4	0.0055	25
20160105	6	-1.028026494	-2.652214909	1016.4	0.2	-16.45	26.5	0	88.83333333	17	0.021	0.0212	0.3867	0.0059	35
20160105	7	-0.416557676	-1.080277185	1017.5	-3.216666667	-13.55	43.33333333	0	0	22	0.0101	0.0367	0.5127	0.0063	42
20160105	8	-1.465779398	-0.246438863	1016.05	-4.383333333	-12.75	52.5	0	0	24	0.0065	0.039	0.602	0.0062	41
20160105	9	-0.560670805	-0.438871453	1015.9	-1.333333333	-9.55	49.33333333	0	39.33333333	29	0.0041	0.0489	0.7654	0.0072	54
20160105	10	1.468473528	-2.18459786	1012.9	1.1	-7.25	53	0	38.83333333	34	0.0076	0.0431	0.6444	0.0078	66
20160105	11	-0.996358176	-2.09104494	1013.9	-1.666666667	-8.75	60.66666667	0	0	32	0.012	0.0322	0.6373	0.0059	61
20160105	12	-0.205212086	-1.408954232	1014.35	-4.8	-10.4	64.5	0	0	26	0.02	0.019	0.5807	0.0059	48
20160105	13	-0.338786272	-2.325235346	1014.9	-3.95	-13	52.83333333	0	65.33333333	22	0.0118	0.0307	0.5688	0.0064	41
20160105	14	0.028501679	-3.182400611	1013	0.033333333	-14.25	34.5	0	97.33333333	19	0.0197	0.0249	0.4293	0.0061	37
20160105	15	0.739205751	-1.886725698	1013.2	-3.616666667	-11.25	53.83333333	0	0	16	0.0125	0.0304	0.462	0.0056	31
20160106	1	-2.01110077	-1.651022525	1017.75	-3.316666667	-18.4	34.16666667	0	48.16666667	13	0.0129	0.0258	0.4	0.0055	25
20160106	2	-1.028026494	-2.652214909	1016.4	0.2	-16.45	26.5	0	88.83333333	17	0.021	0.0212	0.3867	0.0059	35
20160106	3	-0.416557676	-1.080277185	1017.5	-3.216666667	-13.55	43.33333333	0	0	22	0.0101	0.0367	0.5127	0.0063	42
20160106	4	-1.465779398	-0.246438863	1016.05	-4.383333333	-12.75	52.5	0	0	24	0.0065	0.039	0.602	0.0062	41
20160106	5	-0.560670805	-0.438871453	1015.9	-1.333333333	-9.55	49.33333333	0	39.33333333	29	0.0041	0.0489	0.7654	0.0072	54
20160106	6	1.468473528	-2.18459786	1012.9	1.1	-7.25	53	0	38.83333333	34	0.0076	0.0431	0.6444	0.0078	66
20160106	7	-0.996358176	-2.09104494	1013.9	-1.666666667	-8.75	60.66666667	0	0	32	0.012	0.0322	0.6373	0.0059	61
20160106	8	-0.205212086	-1.408954232	1014.35	-4.8	-10.4	64.5	0	0	26	0.02	0.019	0.5807	0.0059	48
20160106	9	-0.338786272	-2.325235346	1014.9	-3.95	-13	52.83333333	0	65.33333333	22	0.0118	0.0307	0.5688	0.0064	41
20160106	10	0.028501679	-3.182400611	1013	0.033333333	-14.25	34.5	0	97.33333333	19	0.0197	0.0249	0.4293	0.0061	37
20160106	11	0.739205751	-1.886725698	1013.2	-3.616666667	-11.25	53.83333333	0	0	16	0.0125	0.0304	0.462	0.0056	31
20160106	12	0.741118168	-0.272747434	1012.15	-6	-12.05	62.83333333	0	0	12	0.0162	0.0199	0.4353	0.0052	23
20160106	13	2.150492824	-0.564333236	1013.2	-4.55	-14.8	50	0	65.16666667	18	0.0086	0.0358	0.6347	0.006	33
20160106	14	-1.269907059	-2.677870679	1011.7	0.116666667	-15.2	29.5	0	98.66666667	18	0.025	0.0194	0.4123	0.0067	36
20160106	15	-0.574333556	-1.02654093	1013.15	-2.55	-9.25	57.33333333	0	0	22	0.0063	0.0455	0.6233	0.0065	41
20160107	1	-0.560670805	-0.438871453	1015.9	-1.333333333	-9.55	49.33333333	0	39.33333333	29	0.0041	0.0489	0.7654	0.0072	54
20160107	2	1.468473528	-2.18459786	1012.9	1.1	-7.25	53	0	38.83333333	34	0.0076	0.0431	0.6444	0.0078	66
20160107	3	-0.996358176	-2.09104494	1013.9	-1.666666667	-8.75	60.66666667	0	0	32	0.012	0.0322	0.6373	0.0059	61
20160107	4	-0.205212086	-1.408954232	1014.35	-4.8	-10.4	64.5	0	0	26	0.02	0.019	0.5807	0.0059	48
20160107	5	-0.338786272	-2.325235346	1014.9	-3.95	-13	52.83333333	0	65.33333333	22	0.0118	0.0307	0.5688	0.0064	41
20160107	6	0.028501679	-3.182400611	1013	0.033333333	-14.25	34.5	0	97.33333333	19	0.0197	0.0249	0.4293	0.0061	37
20160107	7	0.739205751	-1.886725698	1013.2	-3.616666667	-11.25	53.83333333	0	0	16	0.0125	0.0304	0.462	0.0056	31
20160107	8	0.741118168	-0.272747434	1012.15	-6	-12.05	62.83333333	0	0	12	0.0162	0.0199	0.4353	0.0052	23
20160107	9	2.150492824	-0.564333236	1013.2	-4.55	-14.8	50	0	65.16666667	18	0.0086	0.0358	0.6347	0.006	33
20160107	10	-1.269907059	-2.677870679	1011.7	0.116666667	-15.2	29.5	0	98.66666667	18	0.025	0.0194	0.4123	0.0067	36
20160107	11	-0.574333556	-1.02654093	1013.15	-2.55	-9.25	57.33333333	0	0	22	0.0063	0.0455	0.6233	0.0065	41
20160107	12	-0.778811851	-0.670167403	1013.9	-4.383333333	-10.9	62	0	0	24	0.0135	0.0288	0.576	0.0057	41
20160107	13	0.399998537	-1.089896841	1015.1	-3.333333333	-12.05	53	0	64.83333333	21	0.0112	0.0324	0.5924	0.0063	40
20160107	14	-0.038214911	-3.467519049	1013.85	0.8	-7.95	48.16666667	0	89.83333333	17	0.0217	0.0233	0.4229	0.0061	34
20160107	15	4.82E-16	-1.966666667	1014.15	-1	-6.75	64.66666667	0	0	17	0.0088	0.0411	0.5423	0.0055	31
20160108	1	-0.338786272	-2.325235346	1014.9	-3.95	-13	52.83333333	0	65.33333333	22	0.0118	0.0307	0.5688	0.0064	41
20160108	2	0.028501679	-3.182400611	1013	0.033333333	-14.25	34.5	0	97.33333333	19	0.0197	0.0249	0.4293	0.0061	37
20160108	3	0.739205751	-1.886725698	1013.2	-3.616666667	-11.25	53.83333333	0	0	16	0.0125	0.0304	0.462	0.0056	31
20160108	4	0.741118168	-0.272747434	1012.15	-6	-12.05	62.83333333	0	0	12	0.0162	0.0199	0.4353	0.0052	23
20160108	5	2.150492824	-0.564333236	1013.2	-4.55	-14.8	50	0	65.16666667	18	0.0086	0.0358	0.6347	0.006	33
20160108	6	-1.269907059	-2.677870679	1011.7	0.116666667	-15.2	29.5	0	98.66666667	18	0.025	0.0194	0.4123	0.0067	36
20160108	7	-0.574333556	-1.02654093	1013.15	-2.55	-9.25	57.33333333	0	0	22	0.0063	0.0455	0.6233	0.0065	41
20160108	8	-0.778811851	-0.670167403	1013.9	-4.383333333	-10.9	62	0	0	24	0.0135	0.0288	0.576	0.0057	41
20160108	9	0.399998537	-1.089896841	1015.1	-3.333333333	-12.05	53	0	64.83333333	21	0.0112	0.0324	0.5924	0.0063	40
20160108	10	-0.038214911	-3.467519049	1013.85	0.8	-7.95	48.16666667	0	89.83333333	17	0.0217	0.0233	0.4229	0.0061	34
20160108	11	4.82E-16	-1.966666667	1014.15	-1	-6.75	64.66666667	0	0	17	0.0088	0.0411	0.5423	0.0055	31
20160108	12	5.10E-16	-2.083333333	1013.7	0.383333333	-4.2	68.66666667	0	0	19	0.0121	0.0316	0.502	0.006	32
20160108	13	-0.788179226	-2.237014569	1015.8	0.483333333	-10.7	55.33333333	0	55.5	25	0.0125	0.0306	0.6167	0.0064	41
20160108	14	-2.733017754	-2.218364974	1015.4	2.816666667	-15.95	24.16666667	0	100.3333333	15	0.0325	0.0153	0.3773	0.0057	27
20160108	15	-1.876989221	-1.180594193	1017.05	-1.283333333	-17.9	29.33333333	0	0	16	0.0243	0.0256	0.44	0.0059	29
20160109	1	2.150492824	-0.564333236	1013.2	-4.55	-14.8	50	0	65.16666667	18	0.0086	0.0358	0.6347	0.006	33
20160109	2	-1.269907059	-2.677870679	1011.7	0.116666667	-15.2	29.5	0	98.66666667	18	0.025	0.0194	0.4123	0.0067	36
20160109	3	-0.574333556	-1.02654093	1013.15	-2.55	-9.25	57.33333333	0	0	22	0.0063	0.0455	0.6233	0.0065	41
20160109	4	-0.778811851	-0.670167403	1013.9	-4.383333333	-10.9	62	0	0	24	0.0135	0.0288	0.576	0.0057	41
20160109	5	0.399998537	-1.089896841	1015.1	-3.333333333	-12.05	53	0	64.83333333	21	0.0112	0.0324	0.5924	0.0063	40
20160109	6	-0.038214911	-3.467519049	1013.85	0.8	-7.95	48.16666667	0	89.83333333	17	0.0217	0.0233	0.4229	0.0061	34
20160109	7	4.82E-16	-1.966666667	1014.15	-1	-6.75	64.66666667	0	0	17	0.0088	0.0411	0.5423	0.0055	31
20160109	8	5.10E-16	-2.083333333	1013.7	0.383333333	-4.2	68.66666667	0	0	19	0.0121	0.0316	0.502	0.006	32
20160109	9	-0.788179226	-2.237014569	1015.8	0.483333333	-10.7	55.33333333	0	55.5	25	0.0125	0.0306	0.6167	0.0064	41
20160109	10	-2.733017754	-2.218364974	1015.4	2.816666667	-15.95	24.16666667	0	100.3333333	15	0.0325	0.0153	0.3773	0.0057	27
20160109	11	-1.876989221	-1.180594193	1017.05	-1.283333333	-17.9	29.33333333	0	0	16	0.0243	0.0256	0.44	0.0059	29
20160109	12	-1.881918708	-1.467498397	1016.75	-4.533333333	-14.65	42.5	0	0	16	0.0251	0.0152	0.4187	0.0053	27
20160109	13	-1.787437034	-1.499837756	1017.2	-4.5	-15.9	43.83333333	0	64.16666667	23	0.0105	0.0336	0.603	0.0068	43
20160109	14	-1.342945311	-3.248443784	1014.7	-0.683333333	-17.25	27.5	0	100.6666667	23	0.0202	0.0284	0.497	0.0059	42
20160109	15	-1.544856294	-1.896288346	1015.6	-4.35	-16.85	37.16666667	0	0	22	0.0109	0.0362	0.5593	0.0057	47
20160110	1	0.399998537	-1.089896841	1015.1	-3.333333333	-12.05	53	0	64.83333333	21	0.0112	0.0324	0.5924	0.0063	40
20160110	2	-0.038214911	-3.467519049	1013.85	0.8	-7.95	48.16666667	0	89.83333333	17	0.0217	0.0233	0.4229	0.0061	34
20160110	3	4.82E-16	-1.966666667	1014.15	-1	-6.75	64.66666667	0	0	17	0.0088	0.0411	0.5423	0.0055	31
20160110	4	5.10E-16	-2.083333333	1013.7	0.383333333	-4.2	68.66666667	0	0	19	0.0121	0.0316	0.502	0.006	32
20160110	5	-0.788179226	-2.237014569	1015.8	0.483333333	-10.7	55.33333333	0	55.5	25	0.0125	0.0306	0.6167	0.0064	41
20160110	6	-2.733017754	-2.218364974	1015.4	2.816666667	-15.95	24.16666667	0	100.3333333	15	0.0325	0.0153	0.3773	0.0057	27
20160110	7	-1.876989221	-1.180594193	1017.05	-1.283333333	-17.9	29.33333333	0	0	16	0.0243	0.0256	0.44	0.0059	29
20160110	8	-1.881918708	-1.467498397	1016.75	-4.533333333	-14.65	42.5	0	0	16	0.0251	0.0152	0.4187	0.0053	27
20160110	9	-1.787437034	-1.499837756	1017.2	-4.5	-15.9	43.83333333	0	64.16666667	23	0.0105	0.0336	0.603	0.0068	43
20160110	10	-1.342945311	-3.248443784	1014.7	-0.683333333	-17.25	27.5	0	100.6666667	23	0.0202	0.0284	0.497	0.0059	42
20160110	11	-1.544856294	-1.896288346	1015.6	-4.35	-16.85	37.16666667	0	0	22	0.0109	0.0362	0.5593	0.0057	47
20160110	12	-1.212903702	-1.017747049	1015	-7.433333333	-16.25	48.83333333	0	0	29	0.0103	0.0314	0.6367	0.0059	56
20160110	13	-1.328476928	-1.707620606	1014.45	-6.366666667	-17.45	42.83333333	0	65.5	29	0.0069	0.0423	0.712	0.0062	61
20160110	14	-0.552932565	-3.050821374	1011.65	-0.783333333	-15.8	29.66666667	0	101.5	20	0.0182	0.0316	0.468	0.0056	43
20160110	15	-0.399023501	-2.746308058	1011.9	-4.883333333	-11.95	56.16666667	0	0	16	0.0118	0.0349	0.4933	0.0052	35
20160111	1	-0.788179226	-2.237014569	1015.8	0.483333333	-10.7	55.33333333	0	55.5	25	0.0125	0.0306	0.6167	0.0064	41
20160111	2	-2.733017754	-2.218364974	1015.4	2.816666667	-15.95	24.16666667	0	100.3333333	15	0.0325	0.0153	0.3773	0.0057	27
20160111	3	-1.876989221	-1.180594193	1017.05	-1.283333333	-17.9	29.33333333	0	0	16	0.0243	0.0256	0.44	0.0059	29
20160111	4	-1.881918708	-1.467498397	1016.75	-4.533333333	-14.65	42.5	0	0	16	0.0251	0.0152	0.4187	0.0053	27
20160111	5	-1.787437034	-1.499837756	1017.2	-4.5	-15.9	43.83333333	0	64.16666667	23	0.0105	0.0336	0.603	0.0068	43
20160111	6	-1.342945311	-3.248443784	1014.7	-0.683333333	-17.25	27.5	0	100.6666667	23	0.0202	0.0284	0.497	0.0059	42
20160111	7	-1.544856294	-1.896288346	1015.6	-4.35	-16.85	37.16666667	0	0	22	0.0109	0.0362	0.5593	0.0057	47
20160111	8	-1.212903702	-1.017747049	1015	-7.433333333	-16.25	48.83333333	0	0	29	0.0103	0.0314	0.6367	0.0059	56
20160111	9	-1.328476928	-1.707620606	1014.45	-6.366666667	-17.45	42.83333333	0	65.5	29	0.0069	0.0423	0.712	0.0062	61
20160111	10	-0.552932565	-3.050821374	1011.65	-0.783333333	-15.8	29.66666667	0	101.5	20	0.0182	0.0316	0.468	0.0056	43
20160111	11	-0.399023501	-2.746308058	1011.9	-4.883333333	-11.95	56.16666667	0	0	16	0.0118	0.0349	0.4933	0.0052	35
20160111	12	-0.505545306	-0.522405933	1010.9	-7.533333333	-13.25	64.16666667	0	0	15	0.0183	0.0216	0.4647	0.0047	30
20160111	13	-1.294105556	-1.041235936	1010.3	-5.116666667	-13.3	51.16666667	0	58.83333333	18	0.0096	0.0382	0.632	0.0055	38
20160111	14	2.210565268	-0.778960625	1006.9	-0.916666667	-5.35	68.16666667	0.4	52.66666667	23	0.0108	0.039	0.5533	0.006	42
20160111	15	2.174510485	-1.939046937	1009.8	-3.866666667	-10.7	69.83333333	0	0	24	0.0157	0.0288	0.5453	0.0052	39
20160112	1	-1.787437034	-1.499837756	1017.2	-4.5	-15.9	43.83333333	0	64.16666667	23	0.0105	0.0336	0.603	0.0068	43
20160112	2	-1.342945311	-3.248443784	1014.7	-0.683333333	-17.25	27.5	0	100.6666667	23	0.0202	0.0284	0.497	0.0059	42
20160112	3	-1.544856294	-1.896288346	1015.6	-4.35	-16.85	37.16666667	0	0	22	0.0109	0.0362	0.5593	0.0057	47
20160112	4	-1.212903702	-1.017747049	1015	-7.433333333	-16.25	48.83333333	0	0	29	0.0103	0.0314	0.6367	0.0059	56
20160112	5	-1.328476928	-1.707620606	1014.45	-6.366666667	-17.45	42.83333333	0	65.5	29	0.0069	0.0423	0.712	0.0062	61
20160112	6	-0.552932565	-3.050821374	1011.65	-0.783333333	-15.8	29.66666667	0	101.5	20	0.0182	0.0316	0.468	0.0056	43
20160112	7	-0.399023501	-2.746308058	1011.9	-4.883333333	-11.95	56.16666667	0	0	16	0.0118	0.0349	0.4933	0.0052	35
20160112	8	-0.505545306	-0.522405933	1010.9	-7.533333333	-13.25	64.16666667	0	0	15	0.0183	0.0216	0.4647	0.0047	30
20160112	9	-1.294105556	-1.041235936	1010.3	-5.116666667	-13.3	51.16666667	0	58.83333333	18	0.0096	0.0382	0.632	0.0055	38
20160112	10	2.210565268	-0.778960625	1006.9	-0.916666667	-5.35	68.16666667	0.4	52.66666667	23	0.0108	0.039	0.5533	0.006	42
20160112	11	2.174510485	-1.939046937	1009.8	-3.866666667	-10.7	69.83333333	0	0	24	0.0157	0.0288	0.5453	0.0052	39
20160112	12	0.789621249	-1.136133219	1011.5	-7.616666667	-15.7	52.5	0	0	19	0.0185	0.0223	0.5073	0.006	42
20160112	13	0.458265289	-0.403845732	1012.3	-5.45	-16.05	42.5	0	65.33333333	20	0.0106	0.0371	0.616	0.0062	45
20160112	14	2.157193733	1.318977319	1009.8	0.166666667	-12	38	0	81.33333333	19	0.0141	0.0364	0.4818	0.0058	39
20160112	15	0.828081576	1.063312041	1010.35	-1.233333333	-5.25	71.16666667	0	0	28	0.0028	0.0519	0.6816	0.0067	48
20160113	1	-1.328476928	-1.707620606	1014.45	-6.366666667	-17.45	42.83333333	0	65.5	29	0.0069	0.0423	0.712	0.0062	61
20160113	2	-0.552932565	-3.050821374	1011.65	-0.783333333	-15.8	29.66666667	0	101.5	20	0.0182	0.0316	0.468	0.0056	43
20160113	3	-0.399023501	-2.746308058	1011.9	-4.883333333	-11.95	56.16666667	0	0	16	0.0118	0.0349	0.4933	0.0052	35
20160113	4	-0.505545306	-0.522405933	1010.9	-7.533333333	-13.25	64.16666667	0	0	15	0.0183	0.0216	0.4647	0.0047	30
20160113	5	-1.294105556	-1.041235936	1010.3	-5.116666667	-13.3	51.16666667	0	58.83333333	18	0.0096	0.0382	0.632	0.0055	38
20160113	6	2.210565268	-0.778960625	1006.9	-0.916666667	-5.35	68.16666667	0.4	52.66666667	23	0.0108	0.039	0.5533	0.006	42
20160113	7	2.174510485	-1.939046937	1009.8	-3.866666667	-10.7	69.83333333	0	0	24	0.0157	0.0288	0.5453	0.0052	39
20160113	8	0.789621249	-1.136133219	1011.5	-7.616666667	-15.7	52.5	0	0	19	0.0185	0.0223	0.5073	0.006	42
20160113	9	0.458265289	-0.403845732	1012.3	-5.45	-16.05	42.5	0	65.33333333	20	0.0106	0.0371	0.616	0.0062	45
20160113	10	2.157193733	1.318977319	1009.8	0.166666667	-12	38	0	81.33333333	19	0.0141	0.0364	0.4818	0.0058	39
20160113	11	0.828081576	1.063312041	1010.35	-1.233333333	-5.25	71.16666667	0	0	28	0.0028	0.0519	0.6816	0.0067	48
20160113	12	0.17894348	1.111051992	1010.5	-2.15	-6.8	74.83333333	0	0	29	0.0047	0.0457	0.7521	0.0059	45
20160113	13	-0.735343308	2.020339135	1011.25	-2.116666667	-11.4	54.16666667	0	38.5	22	0.0065	0.0457	0.7264	0.006	40
20160113	14	-0.167972306	1.176485089	1010.2	3.866666667	-9.55	34.66666667	0	92.33333333	26	0.0135	0.0408	0.5863	0.0068	48
20160113	15	-1.542690263	1.838506663	1011.55	-0.816666667	-9.65	51.33333333	0	0	40	0.0025	0.0628	0.994	0.0069	69
20160114	1	-1.294105556	-1.041235936	1010.3	-5.116666667	-13.3	51.16666667	0	58.83333333	18	0.0096	0.0382	0.632	0.0055	38
20160114	2	2.210565268	-0.778960625	1006.9	-0.916666667	-5.35	68.16666667	0.4	52.66666667	23	0.0108	0.039	0.5533	0.006	42
20160114	3	2.174510485	-1.939046937	1009.8	-3.866666667	-10.7	69.83333333	0	0	24	0.0157	0.0288	0.5453	0.0052	39
20160114	4	0.789621249	-1.136133219	1011.5	-7.616666667	-15.7	52.5	0	0	19	0.0185	0.0223	0.5073	0.006	42
20160114	5	0.458265289	-0.403845732	1012.3	-5.45	-16.05	42.5	0	65.33333333	20	0.0106	0.0371	0.616	0.0062	45
