Variable	Std	Mean	ZMin	ZMax
O_U	1.3338419281699543	0.3166461552935085	-3.193474976557165	3.5434265559421454
O_V	0.7950225837928073	-0.3615281313499529	-5.689115860171325	6.048479916644926
O_Pa	7.996788810804848	1006.6077629350897	-3.5357646180284514	2.6500933770160864
O_ta	10.975071701845028	10.59487290873659	-2.485469524007832	1.889593768009466
O_td	12.517678641905416	4.481216185324555	-2.636105074215396	1.656495937294579
O_RH	16.207437196580365	67.48002445909687	-3.124906414555344	2.00648474811086
O_RN_ACC	4.20795363419596	0.6998118532455317	-0.1663069306559147	24.1923264837033
O_radiation	0.14049650433843233	0.023047977423330195	-0.16404662544351648	10.512375589209979
O_PM2_5	15.846967333690213	24.97271872060207	-1.449660255925606	5.428627412925016
O_O3	0.011085822078384386	0.016803198494825967	-1.326306555424058	4.203278852547209
O_NO2	0.014275409516145653	0.02940526810912512	-1.5274705839060596	3.7473343115216218
O_CO	0.20060698759311352	0.551055409219191	-1.5181694958548189	4.8644596207191535
O_SO2	0.0009172383477544242	0.0045012229539040305	-1.8547228842633448	5.231766702563513
O_PM10	26.813890821350782	43.316086547507055	-1.4289640695112233	8.379384959439998
Target	15.332883930529515	24.975540921919098	-1.433229457777561	5.349578034355355
