Date	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	O_U	O_V	O_Pa	O_ta	O_td	O_RH	O_RN_ACC	O_radiation	O_PM2_5	O_O3	O_NO2	O_CO	O_SO2	O_PM10	Target
20190316	0.0	0.0	0.9666666666666667	0.033333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5241636684557748	0.45937760333880506	0.6128732286170573	0.3713990776370826	0.531637677868886	0.9098196754229757	0.0	0.0	0.2110091743119266	0.2169657422512235	0.28685258964143423	0.1859575132771009	0.04615384615384614	0.10266159695817488	0.34615384615384615
20190317	0.0	0.0	0.9333333333333333	0.06666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5039170876816098	0.4759914860029779	0.652899913073362	0.4137454451140712	0.5217121380742704	0.7214425966161936	0.0	0.0	0.2293577981651376	0.18597063621533447	0.33067729083665337	0.2230552952202437	0.12307692307692308	0.13307984790874525	0.22115384615384615
20190318	0.0	0.0	0.9	0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5238220244456795	0.47983464189671304	0.6933309074736694	0.40749761016199915	0.4742556771021377	0.5811628933214857	0.0	0.0	0.1559633027522936	0.1044045676998369	0.4608233731739707	0.24468915963761323	0.21538461538461537	0.0988593155893536	0.1923076923076923
20190319	0.0	0.0	0.8666666666666667	0.1333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41056992850113105	0.4656314787759545	0.5586956961206464	0.45088549172549824	0.4088090461426227	0.3166339412288812	0.0	0.0	0.2110091743119266	0.016313213703099523	0.697211155378486	0.4619650109340831	0.353846153846154	0.14068441064638781	0.25
20190320	0.0	0.0	0.8333333333333334	0.16666666666666663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39053456607587844	0.4601862488613248	0.5764853336567816	0.518570370372945	0.6324440664465678	0.7975956723063439	0.0	0.0	0.6697247706422018	0.04241435562805871	0.6108897742363878	0.5230396751015307	0.2923076923076924	0.36501901140684406	0.8173076923076922
20190321	0.0	0.0	0.8	0.19999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45074348040874646	0.574586871923793	0.24125174358663118	0.5421732329937177	0.6947889022470196	0.9619234621549249	0.07219512195121952	0.0	0.14678899082568808	0.504078303425775	0.17264276228419656	0.14792252421118401	0.09230769230769231	0.05323193916349808	0.2019230769230769
20190322	0.0	0.0	0.7666666666666667	0.23333333333333328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5402293945669854	0.3887214238831139	0.5764853336567816	0.3675809632195219	0.4277296802361288	0.5390787418522076	0.0	0.0	0.2018348623853211	0.46982055464926586	0.08897742363877822	0.1131677600749766	0.04615384615384614	0.0988593155893536	0.1826923076923077
20190323	0.0	0.0	0.7333333333333333	0.2666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5634071028922577	0.466799010311583	0.6688701558614826	0.3654983515688312	0.34863548556391377	0.3366732117542237	0.0	0.0	0.10091743119266056	0.34094616639477976	0.2470119521912351	0.17197750702905343	0.10769230769230771	0.06083650190114067	0.1346153846153846
20190324	0.0	0.0	0.7	0.30000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5316109514523829	0.4962131964973486	0.6801908342935699	0.3533497697223913	0.35638969430559025	0.380761771237767	0.0	0.0	0.11009174311926606	0.34910277324632955	0.22709163346613545	0.17799125273352076	0.07692307692307694	0.07604562737642584	0.10576923076923077
20190325	0.0	0.0	0.6666666666666666	0.33333333333333337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4188759954801187	0.5288057046487135	0.6114581438130479	0.41548109366375685	0.4823201211909167	0.5811628933214857	0.0	0.0	0.11009174311926606	0.43066884176182707	0.22310756972111556	0.12722586691658858	0.13846153846153852	0.07224334600760454	0.17307692307692307
20190326	0.0	0.0	0.6333333333333333	0.3666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5371067460577756	0.6666807306976066	0.5609194008126636	0.5053803577444608	0.588399394045417	0.685370466785384	0.0	0.0	0.26605504587155965	0.500815660685155	0.23638778220451523	0.1793189628241175	0.24615384615384622	0.17110266159695817	0.43269230769230765
20190327	0.0	0.0	0.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5735162044808753	0.7189329910713975	0.5487901024925709	0.5505036795964803	0.567927955424373	0.5110218392698038	0.0	0.0	0.5321100917431192	0.5676998368678631	0.349269588313413	0.3188066229303343	0.3846153846153847	0.3041825095057034	0.6538461538461539
20190328	0.0	0.0	0.5666666666666667	0.43333333333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.653806998241022	0.49735715236176653	0.5006772191562052	0.5119753640587029	0.6253099561911215	0.793586856277813	0.0	0.0	0.7431192660550459	0.5106035889070147	0.2071713147410358	0.29912527335207745	0.15384615384615388	0.4600760456273764	0.548076923076923
20190329	0.0	0.0	0.5333333333333333	0.4666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4817185733774542	0.37770729894214133	0.5243293508803842	0.49462033639000225	0.39236992261796205	0.22044159501338872	0.0	0.0	0.14678899082568808	0.5840130505709625	0.09296148738379816	0.0971571383942518	0.13846153846153852	0.12547528517110265	0.125
20190330	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5455204253357087	0.43056502541747443	0.5103806578122794	0.45053832036332814	0.5527294010801476	0.7434874775601292	0.015609756097560976	0.0	0.1743119266055046	0.6362153344208809	0.10624169986719786	0.12691346454233052	0.030769230769230802	0.09125475285171102	0.23076923076923075
20190331	0.0	0.0	0.46666666666666656	0.5333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8469816468937934	0.4837279496728415	0.5324155497604453	0.4168693625901072	0.5009305199373203	0.6372742936776377	0.0	0.0	0.23853211009174313	0.49265905383360525	0.051792828685258974	0.203998750390503	0.030769230769230802	0.11026615969581748	0.3173076923076923
20190401	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5494212877089563	0.499610343556638	0.6799886793215686	0.3727875548245981	0.37500009305199383	0.3907814065004383	0.0	0.0	0.09174311926605505	0.4078303425774878	0.21381142098273567	0.12652296157450796	0.07692307692307694	0.06844106463878326	0.09615384615384615
20190402	0.0	0.0	0.4642857142857143	0.5357142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5928908696787873	0.4466155567018585	0.6840317787615979	0.4050680354103034	0.4094293307328404	0.40280544977737487	0.0	0.0	0.10091743119266056	0.2071778140293638	0.37184594953519257	0.20563886285535773	0.12307692307692308	0.07604562737642584	0.14423076923076922
20190403	0.0	0.0	0.4285714285714286	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5385333045481377	0.4580644384523809	0.7068752905977714	0.4276295922057307	0.4264889249517061	0.4088174714158432	0.0	0.0	0.1559633027522936	0.36378466557911915	0.32138114209827356	0.18392689784442365	0.12307692307692308	0.10646387832699619	0.24038461538461536
20190404	0.0	0.0	0.3928571428571428	0.6071428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5697080422575982	0.5371689596863504	0.6741261851335225	0.43908395628452945	0.45099267866913323	0.44689400926091816	0.0	0.0	0.1651376146788991	0.3230016313213703	0.34395750332005315	0.17432052483598875	0.12307692307692308	0.11026615969581748	0.25
20190405	0.0	0.0	0.3571428571428571	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6213897669248142	0.7197763571278818	0.4598419148118951	0.5012151344430794	0.5455954769286888	0.5651300340160185	0.0	0.0	0.1834862385321101	0.6345840130505709	0.15006640106241698	0.15026554201811937	0.21538461538461537	0.10646387832699619	0.37500000000000006
20190406	0.0	0.0	0.3214285714285714	0.6785714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4931393876523888	0.4831467022153611	0.4931974851921483	0.49843838832921356	0.32816460525483226	0.11422841113089736	0.0	0.0	0.11009174311926606	0.17781402936378468	0.443559096945551	0.2613245860668541	0.13846153846153852	0.18250950570342203	0.17307692307692307
20190407	0.0	0.0	0.2857142857142857	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38809631843379777	0.4701205008987152	0.4616613095599073	0.5112812295955277	0.6054589882642827	0.7234470046304591	0.0	0.0	0.1559633027522936	0.2610114192495922	0.25232403718459495	0.20032802249297094	0.06153846153846157	0.10266159695817488	0.1826923076923077
20190408	0.0	0.0	0.25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5863718123135163	0.41998780052888895	0.4677259587199548	0.5470325907582742	0.3697272087751753	0.11823722715942797	0.0	0.0	0.09174311926605505	0.45350734094616635	0.199203187250996	0.11519837550765383	0.12307692307692308	0.12167300380228134	0.10576923076923077
20190409	0.0	0.0	0.2142857142857142	0.7857142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3297881466717531	0.45700739108501603	0.6074150443730162	0.5314130033780942	0.4122208905448009	0.20040112208371855	0.0	0.0	0.11009174311926606	0.13539967373572595	0.45285524568393093	0.18806622930334274	0.12307692307692308	0.11787072243346006	0.07692307692307693
20190410	0.0	0.0	0.1785714285714286	0.8214285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17950718169817978	0.5112166464935614	0.4531708007358436	0.45053832036332814	0.5868485895178791	0.8517038670525584	0.05658536585365854	0.0	0.009174311926605502	0.6150081566068516	0.04913678618857905	0.04443923773820682	0.01538461538461537	0.0	0.009615384615384606
20190411	0.0	0.0	0.1428571428571428	0.8571428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4927538974729197	0.48319942598915905	0.5334263246204544	0.4567861553154001	0.5905706692671598	0.8436874373998248	0.0	0.0	0.08256880733944955	0.04893964110929853	0.3678618857901726	0.26038737894408	0.09230769230769231	0.0418250950570342	0.14423076923076922
20190412	0.0	0.0	0.1071428571428572	0.8928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5995646127684989	0.48983662040776266	0.5548547516526161	0.4953144708531775	0.548076857224743	0.5851705069456885	0.0	0.0	0.25688073394495414	0.1973898858075041	0.44223107569721104	0.24304904717275852	0.1692307692307692	0.1520912547528517	0.34615384615384615
20190413	0.0	0.0	0.0714285714285714	0.9285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48541333649770624	0.49411710500245243	0.6385469100612521	0.5032977460937701	0.5279155981196054	0.503006612021398	0.0	0.0	0.3761467889908257	0.2593800978792823	0.5378486055776891	0.31177756950952834	0.21538461538461537	0.21292775665399238	0.3653846153846153
20190414	0.0	0.0	0.0357142857142857	0.9642857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5160547979542753	0.4859385974973922	0.5704206844967341	0.5446030160065785	0.37158824864981566	0.12424924879789626	0.0	0.0	0.14678899082568808	0.42903752039151716	0.349269588313413	0.1893158388003749	0.23076923076923078	0.0988593155893536	0.24038461538461536
20190415	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4932412131472544	0.49612403759531615	0.5825499828168268	0.4567861553154001	0.3951614824299226	0.27855740338380625	0.0	0.0	0.09174311926605505	0.23817292006525287	0.36387782204515273	0.19532958450484222	0.10769230769230771	0.13307984790874525	0.125
20190416	0.0	0.0	0.0	0.9666666666666667	0.033333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47519840316524475	0.47988457945482255	0.6185335678330998	0.5331486519277797	0.5052728842768186	0.380761771237767	0.0	0.0	0.25688073394495414	0.14681892332789562	0.6082337317397079	0.36621368322399256	0.2923076923076924	0.22053231939163495	0.25
20190417	0.0	0.0	0.0	0.9333333333333333	0.06666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41040978982669235	0.4594213254926864	0.534437099480461	0.5796602427061497	0.39795304224188316	0.12424924879789626	0.0	0.0	0.1559633027522936	0.10277324632952692	0.6361221779548473	0.3521555763823805	0.2000000000000001	0.13307984790874525	0.1923076923076923
20190418	0.0	0.0	0.0	0.9	0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4669589957178685	0.5061998508221113	0.4497341662118183	0.5984037475623658	0.6296525066346073	0.5651300340160185	0.0	0.0	0.14678899082568808	0.2642740619902121	0.35590969455511284	0.18259918775382694	0.23076923076923078	0.08745247148288972	0.1923076923076923
20190419	0.0	0.0	0.0	0.8666666666666667	0.1333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4200562809430082	0.48346261620958164	0.5283724503204158	0.5550160742600319	0.6892057826230986	0.891783610507571	0.0	0.0	0.3119266055045872	0.15823817292006526	0.25232403718459495	0.16994689159637613	0.09230769230769231	0.2015209125475285	0.125
20190420	0.0	0.0	0.0	0.8333333333333334	0.16666666666666663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3395339037349762	0.47795426779339295	0.5633452604766822	0.574453713579423	0.6163149921650223	0.5851705069456885	0.0	0.0	0.1651376146788991	0.23654159869494293	0.2881806108897742	0.14222118088097468	0.09230769230769231	0.13307984790874525	0.22115384615384615
20190421	0.0	0.0	0.0	0.8	0.19999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6255507016275708	0.4494233119808858	0.5031030788202238	0.6147168446222258	0.7577540226376892	0.9559114405164566	0.005853658536585366	0.0	0.1743119266055046	0.5122349102773247	0.08233731739707836	0.09950015620118714	0.030769230769230802	0.08365019011406842	0.16346153846153846
20190423	0.0	0.0	0.0	0.7333333333333333	0.2666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4921169038853675	0.5128399386185454	0.5421189884165194	0.698369106795518	0.675247983563296	0.464930074176323	0.0	0.0	0.4770642201834862	0.234910277324633	0.6188579017264275	0.40690409247110276	0.353846153846154	0.47528517110266155	0.41346153846153844
20190424	0.0	0.0	0.0	0.7	0.30000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4976098050887203	0.49451339060307237	0.42250389148321166	0.698369106795518	0.7862893470355496	0.7995988779162813	0.03804878048780488	0.0	0.3944954128440367	0.20554649265905384	0.31208499335989376	0.24804748516088726	0.18461538461538465	0.22053231939163495	0.39423076923076916
20190425	0.0	0.0	0.0	0.6666666666666666	0.33333333333333337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3264107674983388	0.48470323232596263	0.35781430044271895	0.6973278009701727	0.7403849374876708	0.6412831097061685	0.0	0.0	0.2293577981651376	0.15823817292006526	0.3280212483399734	0.2032958450484224	0.18461538461538465	0.14068441064638781	0.11538461538461538
20190426	0.0	0.0	0.0	0.6333333333333333	0.3666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5343535627321218	0.6765525072062891	0.39691107202781556	0.5251651684260221	0.6761785035006161	0.9498994188779882	0.039024390243902446	0.0	0.08256880733944955	0.4632952691680261	0.061088977423638766	0.060137457044673555	0.030769230769230802	0.0418250950570342	0.019230769230769242
20190427	0.0	0.0	0.0	0.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42381369734589336	0.4654754506973978	0.6431964744172879	0.4557448494900548	0.5654466309595151	0.7535071128228004	0.0	0.0	0.04587155963302754	0.18923327895595435	0.2576361221779549	0.15089034676663543	0.030769230769230802	0.026615969581749048	0.0673076923076923
20190428	0.0	0.0	0.0	0.5666666666666667	0.43333333333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4211317362242984	0.511080336249108	0.6664442961974641	0.590073300959603	0.5586227560511713	0.3987978361531718	0.0	0.0	0.10091743119266056	0.42577487765089717	0.1832669322709163	0.11621368322399249	0.07692307692307694	0.06083650190114067	0.125
20190429	0.0	0.0	0.0	0.5333333333333333	0.4666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4401096714886633	0.4750817865806787	0.6011482402409696	0.5380080096923363	0.5629651203906696	0.5210426769368028	0.0	0.0	0.08256880733944955	0.24796084828711257	0.33067729083665337	0.14589190877850675	0.04615384615384614	0.0418250950570342	0.125
20190430	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4125543571617237	0.472717682568976	0.44852123637980784	0.565775470830995	0.6265507114755442	0.6392787016919032	0.0	0.0	0.1743119266055046	0.032626427406199004	0.5033200531208499	0.34848484848484845	0.12307692307692308	0.0988593155893536	0.1923076923076923
20190501	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5822476015597275	0.49655600818917744	0.3851052216629268	0.6022211747180818	0.6228286317262635	0.5370743338379423	0.0	0.0	0.13761467889908258	0.2789559543230016	0.34794156706507295	0.1642455482661668	0.15384615384615388	0.08745247148288972	0.25
20190502	0.0	0.0	0.0	0.4642857142857143	0.5357142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.604487847624074	0.5254566733911218	0.40734226858309636	0.6154124369135565	0.5012407552844228	0.24048086553873121	0.0	0.0	0.1743119266055046	0.32789559543230024	0.29614873837981404	0.1759606373008435	0.12307692307692308	0.27756653992395436	0.14423076923076922
20190503	0.0	0.0	0.0	0.4285714285714286	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4570014638822638	0.47973551691548716	0.5376715790324851	0.5980559514167003	0.5375309770087134	0.34068202778275436	0.0	0.0	0.13761467889908258	0.19412724306688417	0.4369189907038512	0.20517025929397062	0.21538461538461537	0.13307984790874525	0.1826923076923077
20190504	0.0	0.0	0.0	0.3928571428571428	0.6071428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5499337537240991	0.4851358458926751	0.6017547051569737	0.6327668397987618	0.6510544651929714	0.5430863554764106	0.0	0.0	0.6146788990825688	0.3572593800978793	0.5139442231075697	0.4236176194939082	0.4153846153846154	0.36501901140684406	0.6634615384615384
20190505	0.0	0.0	0.0	0.3571428571428571	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52287721739496	0.507784243089598	0.5841672225928398	0.6657408300641472	0.6144539522903819	0.3867737928762353	0.0	0.0	0.5137614678899082	0.28221859706362157	0.547144754316069	0.39222118088097474	0.36923076923076925	0.2889733840304182	0.47115384615384615
20190506	0.0	0.0	0.0	0.3214285714285714	0.6785714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6324815123600577	0.27745175711954045	0.5603129358966572	0.5984037475623658	0.5527294010801476	0.37074213597509575	0.0	0.0	0.055045871559633044	0.5318107667210441	0.023904382470119563	0.028741018431740088	0.07692307692307694	0.09125475285171102	0.07692307692307693
20190507	0.0	0.0	0.0	0.2857142857142857	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5352117902910322	0.5293643408942602	0.5734530090767589	0.5623058398209444	0.44075695935861126	0.21042075734638988	0.0	0.0	0.08256880733944955	0.29200652528548127	0.2749003984063745	0.12089971883786316	0.09230769230769231	0.11787072243346006	0.15384615384615385
20190508	0.0	0.0	0.0	0.25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5642239325450589	0.5699972245498203	0.5360543392564742	0.5848667718328764	0.5676177200772705	0.43086235235977854	0.0	0.0	0.14678899082568808	0.5154975530179445	0.250996015936255	0.13620743517650735	0.26153846153846155	0.11406844106463876	0.15384615384615385
20190509	0.0	0.0	0.0	0.2142857142857142	0.7857142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5106392396131427	0.5892367940139903	0.4527664907918409	0.6143711310882111	0.6736969929317707	0.6553103585930425	0.0	0.0	0.3119266055045872	0.5497553017944534	0.21248339973439573	0.23430178069353327	0.2923076923076924	0.22433460076045622	0.23076923076923075
20190510	0.0	0.0	0.0	0.1785714285714286	0.8214285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5640903909124483	0.4671633615939269	0.4990599793801921	0.5914624029306137	0.6445408256317301	0.6292590664292319	0.0	0.0	0.2201834862385321	0.23327895595432305	0.4090305444887118	0.1695563886285536	0.24615384615384622	0.14828897338403038	0.2980769230769231
20190511	0.0	0.0	0.0	0.1428571428571428	0.8571428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5252660546329747	0.49868864197444984	0.509774192896273	0.6539407524513339	0.6222083471360458	0.42485033072131023	0.0	0.0	0.28440366972477066	0.16965742251223492	0.6002656042496679	0.31716651046547956	0.24615384615384622	0.17870722433460073	0.41346153846153844
20190512	0.0	0.0	0.0	0.1071428571428572	0.8928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5473397075106395	0.5037297634521034	0.5305961550124331	0.6851799272116939	0.5992553979461565	0.3226459628673495	0.0	0.0	0.2201834862385321	0.13866231647634586	0.5325365205843293	0.2753826929084661	0.21538461538461537	0.1444866920152091	0.2692307692307692
20190513	0.0	0.0	0.0	0.0714285714285714	0.9285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49208273948435793	0.4838152868184622	0.5405017486405085	0.7181539174770794	0.5797144792624328	0.23647325191452828	0.0	0.0	0.3302752293577982	0.25285481239804247	0.5830013280212483	0.3471571383942518	0.3846153846153847	0.19391634980988592	0.37500000000000006
20190514	0.0	0.0	0.0	0.0357142857142857	0.9642857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4368863103315265	0.48196931176268093	0.4992621343521934	0.6438734077318952	0.6498137099085487	0.5150306552983346	0.0	0.0	0.2201834862385321	0.433931484502447	0.24435590969455512	0.11824429865666977	0.12307692307692308	0.11787072243346006	0.25
20190515	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5678006226051444	0.46451667101412397	0.5132108274203007	0.6820560097356579	0.696029471427455	0.5571148067676125	0.0	0.0	0.3853211009174312	0.17455138662316477	0.4050464807436919	0.1979850046860356	0.26153846153846155	0.2015209125475285	0.45192307692307687
20190516	0.0	0.0	0.0	0.0	0.9666666666666667	0.033333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.46318989442213	0.4855963216162727	0.47945094709604247	0.7185017136227446	0.719291911548497	0.5310623121994741	0.0	0.0	0.44954128440366975	0.2398042414355628	0.4687915006640106	0.3074039362699157	0.15384615384615388	0.2927756653992395	0.548076923076923
20190517	0.0	0.0	0.0	0.0	0.9333333333333333	0.06666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.5004876272714774	0.491434086456557	0.5033052337922251	0.7528648058591407	0.7233247849568426	0.47294650382905656	0.0	0.0	0.3211009174311927	0.28384991843393154	0.3758300132802125	0.19868791002811623	0.24615384615384622	0.16730038022813684	0.3269230769230769
20190518	0.0	0.0	0.0	0.0	0.9	0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.41251218026275754	0.6238229466526276	0.47742939737602896	0.8014583835047062	0.7301492181771487	0.39679342813890656	0.0	0.0	0.29357798165137616	0.47471451876019577	0.2337317397078353	0.14862542955326463	0.36923076923076925	0.16349809885931557	0.1923076923076923
20190519	0.0	0.0	0.0	0.0	0.8666666666666667	0.1333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.313954671716591	0.5619895334988942	0.47379060788000005	0.7618887621415833	0.8086218255312339	0.7054109397150542	0.03707317073170732	0.0	0.03669724770642204	0.46982055464926586	0.013280212483399724	0.03811308965948141	0.06153846153846157	0.022813688212927744	0.048076923076923093
20190520	0.0	0.0	0.0	0.0	0.8333333333333334	0.16666666666666663	0.0	0.0	0.0	0.0	0.0	0.0	0.6252936339847955	0.6167140244855305	0.3099844340671533	0.7323844028862486	0.8452228967457858	0.8897792024933056	0.08487804878048781	0.0	0.11926605504587157	0.4208809135399674	0.04648074369189912	0.06412058731646363	0.06153846153846157	0.07984790874524714	0.11538461538461538
20190521	0.0	0.0	0.0	0.0	0.8	0.19999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.5765654050921493	0.7212755554925853	0.3803950108152898	0.6039580728347578	0.6653223134958891	0.6573147666073079	0.0	0.0	0.13761467889908258	0.3735725938009788	0.13944223107569723	0.13456732271165261	0.18461538461538465	0.17870722433460073	0.11538461538461538
20190522	0.0	0.0	0.0	0.0	0.7666666666666667	0.23333333333333328	0.0	0.0	0.0	0.0	0.0	0.0	0.5802678468562764	0.5613192343015233	0.35007176501505927	0.6334603494784418	0.6975804620589802	0.6773552395369782	0.0	0.0	0.28440366972477066	0.7079934747145187	0.1832669322709163	0.2636676038737894	0.2923076923076924	0.23193916349809884	0.27884615384615385
20190523	0.0	0.0	0.0	0.0	0.7333333333333333	0.2666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.5281472153565471	0.5398011833770014	0.37701902278286586	0.6948973931738166	0.6963397067745575	0.527054698575271	0.0	0.0	0.3486238532110092	0.8172920065252856	0.2470119521912351	0.25140581068416124	0.3230769230769231	0.2395437262357414	0.4615384615384615
20190524	0.0	0.0	0.0	0.0	0.7	0.30000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.4443971368883184	0.48846344472189357	0.44043503749974683	0.7181539174770794	0.6963397067745575	0.47294650382905656	0.0	0.0	0.3761467889908257	0.22349102773246332	0.5604249667994687	0.36683848797250856	0.5384615384615385	0.23193916349809884	0.4038461538461538
20190525	0.0	0.0	0.0	0.0	0.6666666666666666	0.33333333333333337	0.0	0.0	0.0	0.0	0.0	0.0	0.5337017682802885	0.4950595960401626	0.4905694705561284	0.7636235776466088	0.78815038691019	0.6172350231522954	0.0	0.0	0.8073394495412844	0.8825448613376837	0.27224435590969454	0.43462980318650424	0.4923076923076924	0.4828897338403042	0.721153846153846
20190526	0.0	0.0	0.0	0.0	0.6333333333333333	0.3666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.47112171097572664	0.4734561368885737	0.5578870762326388	0.7716083107153568	0.7444159498561417	0.48296613909172775	0.0	0.0	0.1926605504587156	0.16802610114192496	0.402390438247012	0.2974851608872227	0.24615384615384622	0.11406844106463876	0.1923076923076923
20190527	0.0	0.0	0.0	0.0	0.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.3363806519349599	0.6961449616036235	0.4228475549356131	0.7972931602033249	0.7453464697934619	0.44689400926091816	0.0	0.0	0.1743119266055046	0.6443719412724306	0.11420982735723771	0.09786004373633242	0.2000000000000001	0.11026615969581748	0.125
20190528	0.0	0.0	0.0	0.0	0.5666666666666667	0.43333333333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.5527538191507522	0.4141520717693	0.4282450926880529	0.6199233737489525	0.6420593150628846	0.5470939691006136	0.0	0.0	0.027522935779816505	0.40946166394779765	0.07038512616201856	0.03709778194314276	0.06153846153846157	0.03041825095057033	0.048076923076923093
20190529	0.0	0.0	0.0	0.0	0.5333333333333333	0.4666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.4872852563328244	0.5028037753842405	0.4454889117997853	0.6584516892867298	0.7177416653329216	0.6753508315227128	0.0	0.0	0.1834862385321101	0.5464926590538336	0.24302788844621512	0.18861293345829427	0.15384615384615388	0.14828897338403038	0.27884615384615385
20190530	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.46441068751357795	0.47260762704927983	0.45559666039986213	0.6876082523963993	0.6823819077147548	0.503006612021398	0.0	0.0	0.1743119266055046	0.24306688417618275	0.4289508632138113	0.22000937207122775	0.24615384615384622	0.13307984790874525	0.21153846153846154
