Date	Target	AI	CMAQ
20210101	18.0	18.666666666666668	22.333333333333332
20210102	11.666666666666666	14.333333333333334	14.333333333333334
20210103	14.0	15.333333333333334	23.333333333333332
20210104	23.0	23.333333333333332	31.0
20210105	11.0	20.0	16.333333333333332
20210106	14.0	13.0	16.666666666666668
20210107	10.333333333333334	12.333333333333334	11.666666666666666
20210108	10.0	11.333333333333334	11.0
20210109	15.0	13.666666666666666	15.333333333333334
20210110	23.0	21.0	23.666666666666668
20210111	33.666666666666664	25.0	31.0
20210112	49.333333333333336	40.666666666666664	42.0
20210113	45.0	58.333333333333336	63.0
20210114	28.333333333333332	24.333333333333332	21.666666666666668
20210115	36.333333333333336	40.333333333333336	53.0
20210116	29.666666666666668	34.0	17.666666666666668
20210117	13.0	14.0	16.333333333333332
20210118	19.333333333333332	15.0	20.666666666666668
20210119	17.666666666666668	15.666666666666666	13.666666666666666
20210120	26.333333333333332	31.333333333333332	36.666666666666664
20210121	30.666666666666668	23.0	22.333333333333332
20210122	32.0	26.666666666666668	22.333333333333332
20210123	5.666666666666667	11.0	3.3333333333333335
20210124	10.666666666666666	13.666666666666666	15.666666666666666
20210125	17.0	20.0	19.666666666666668
20210126	29.333333333333332	33.666666666666664	31.333333333333332
20210127	13.666666666666666	18.333333333333332	13.333333333333334
20210128	15.333333333333334	18.0	15.333333333333334
20210129	10.0	12.333333333333334	12.333333333333334
20210130	26.333333333333332	20.0	40.666666666666664
20210131	25.666666666666668	32.0	35.0
20210201	42.666666666666664	33.333333333333336	47.333333333333336
20210202	16.0	13.666666666666666	9.666666666666666
20210203	20.0	20.0	24.666666666666668
20210204	11.333333333333334	19.666666666666668	17.0
20210205	16.333333333333332	20.333333333333332	17.333333333333332
20210206	52.0	27.0	41.0
20210207	43.666666666666664	42.666666666666664	30.0
20210208	13.0	15.0	9.666666666666666
20210209	13.666666666666666	20.0	22.666666666666668
20210210	24.666666666666668	30.666666666666668	42.0
20210211	54.666666666666664	59.333333333333336	91.0
20210212	65.33333333333333	66.33333333333333	78.66666666666667
20210213	69.33333333333333	68.66666666666667	67.66666666666667
20210214	74.0	61.666666666666664	72.66666666666667
20210215	19.666666666666668	41.333333333333336	10.333333333333334
20210216	12.333333333333334	13.0	10.666666666666666
20210217	11.0	12.0	9.333333333333334
20210218	14.333333333333334	18.666666666666668	15.0
20210219	25.0	33.666666666666664	54.666666666666664
20210220	41.333333333333336	45.333333333333336	67.33333333333333
20210221	40.0	59.0	70.33333333333333
20210222	27.666666666666668	27.666666666666668	32.0
20210223	15.333333333333334	14.0	10.0
20210224	21.666666666666668	16.666666666666668	13.666666666666666
20210225	33.666666666666664	28.666666666666668	27.666666666666668
20210226	16.333333333333332	26.0	18.333333333333332
20210227	9.333333333333334	13.333333333333334	9.333333333333334
20210228	14.333333333333334	15.333333333333334	16.0
20210301	5.666666666666667	11.666666666666666	3.3333333333333335
20210302	7.0	12.666666666666666	11.0
20210303	25.0	25.0	34.333333333333336
20210304	25.333333333333332	25.666666666666668	20.333333333333332
20210305	22.666666666666668	29.333333333333332	30.666666666666668
20210306	15.666666666666666	13.333333333333334	9.0
20210307	16.333333333333332	14.333333333333334	20.0
20210308	27.0	30.666666666666668	38.0
20210309	32.0	37.333333333333336	49.666666666666664
20210310	72.33333333333333	49.333333333333336	54.666666666666664
20210311	85.0	78.66666666666667	68.66666666666667
20210312	43.0	38.666666666666664	24.666666666666668
20210313	37.666666666666664	28.0	42.0
20210314	58.666666666666664	65.66666666666667	85.33333333333333
20210315	59.333333333333336	58.333333333333336	67.0
20210316	15.0	20.666666666666668	16.0
20210317	19.0	17.666666666666668	17.333333333333332
20210318	47.666666666666664	27.333333333333332	32.0
20210319	21.666666666666668	30.333333333333332	17.666666666666668
20210320	13.666666666666666	13.666666666666666	8.666666666666666
20210321	28.333333333333332	33.666666666666664	24.0
20210322	15.0	20.333333333333332	15.666666666666666
20210323	31.333333333333332	34.333333333333336	62.0
20210324	23.0	29.333333333333332	24.333333333333332
20210325	38.666666666666664	31.333333333333332	49.0
20210326	68.66666666666667	61.333333333333336	48.0
20210327	26.666666666666668	30.333333333333332	10.666666666666666
20210328	16.333333333333332	18.333333333333332	21.333333333333332
20210329	44.666666666666664	32.666666666666664	22.333333333333332
20210330	21.0	27.0	22.666666666666668
20210331	17.666666666666668	23.0	20.666666666666668
